YEAR,MONTH,Datetime,Rainfall
1966,Aug,01-08-1966,260.959
1966,Sep,01-09-1966,56.33
1966,Oct,01-10-1966,1.946
1966,Nov,01-11-1966,21.051
1966,Dec,01-12-1966,0.121
1967,Jan,01-01-1967,0
1967,Feb,01-02-1967,0.137
1967,Mar,01-03-1967,32.216
1967,Apr,01-04-1967,0.162
1967,May,01-05-1967,6.75
1967,Jun,01-06-1967,83.257
1967,Jul,01-07-1967,266.169
1967,Aug,01-08-1967,294.75
1967,Sep,01-09-1967,168.298
1967,Oct,01-10-1967,22.672
1967,Nov,01-11-1967,3.024
1967,Dec,01-12-1967,19.338
1968,Jan,01-01-1968,5.204
1968,Feb,01-02-1968,1.855
1968,Mar,01-03-1968,9.528
1968,Apr,01-04-1968,0.17
1968,May,01-05-1968,4.406
1968,Jun,01-06-1968,11.25
1968,Jul,01-07-1968,254.228
1968,Aug,01-08-1968,86.664
1968,Sep,01-09-1968,12.445
1968,Oct,01-10-1968,6.554
1968,Nov,01-11-1968,0
1968,Dec,01-12-1968,0
1969,Jan,01-01-1969,7.506
1969,Feb,01-02-1969,3.423
1969,Mar,01-03-1969,1.838
1969,Apr,01-04-1969,0.095
1969,May,01-05-1969,12.314
1969,Jun,01-06-1969,15.245
1969,Jul,01-07-1969,197.733
1969,Aug,01-08-1969,118.314
1969,Sep,01-09-1969,77.801
1969,Oct,01-10-1969,0.005
1969,Nov,01-11-1969,2.188
1969,Dec,01-12-1969,0
1970,Jan,01-01-1970,7.151
1970,Feb,01-02-1970,12.081
1970,Mar,01-03-1970,8.905
1970,Apr,01-04-1970,1.194
1970,May,01-05-1970,24.183
1970,Jun,01-06-1970,101.271
1970,Jul,01-07-1970,110.573
1970,Aug,01-08-1970,332.986
1970,Sep,01-09-1970,134.737
1970,Oct,01-10-1970,0.325
1970,Nov,01-11-1970,0
1970,Dec,01-12-1970,0
